ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
J6F9AR,Olx,New York,Yodha,Tata,Truck,Red,Manual,3,2,Electric,2018,9100,93447,100,2018-05-25,Un Sold,1970-01-01,7916,0,0,Dhruv,5,0,Excellent
YFSQM4,Trivett,Florida,Seltos,Kia,Hatchback,White,Manual,5,5,Petrol,2015,6900,33973,150,2021-09-27,Un Sold,1970-01-01,5508,0,0,Shruthi,3,0,Excellent
J89NLW,Zupps,Florida,Plato,Prazo,Convertible,Blue,Manual,2,2,Hybrid,2016,10300,58210,250,2020-06-04,Un Sold,1970-01-01,9595,0,0,Sweta,3,0,Good
PQBGTY,Kamkar,Columbus,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2017,6800,41800,103,2024-10-06,Un Sold,1970-01-01,5802,0,0,Preeti,1,0,Good
VX3M0N,Carro,North Carolina,Creta,Hyundai,Hatchback,White,Manual,5,5,Electric,2019,8000,71625,113,2015-07-29,Sold,2015-11-24,6452,6503,1,Anushka,2,10,Excellent
F5G5P7,Trivett,Utah,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2021,7400,73698,200,2022-04-27,Un Sold,1970-01-01,5776,0,0,Vishwajeet,1,0,Good
QQA5WB,Motor,Philadelphia,Swift,Maruti,Sedan,Black,Automatic,5,4,Electric,2019,8500,96650,115,2023-07-18,Un Sold,1970-01-01,7693,0,0,Arjuna,5,0,Average
MXH7Z8,Automart,Detroit,Seltos,Kia,Hatchback,Black,Manual,5,5,Hybrid,2015,7900,30714,150,2019-11-18,Un Sold,1970-01-01,7266,0,0,Shiva,5,0,Good
FKJU1R,Skipper,Columbus,Yodha,Tata,Truck,Gray,Automatic,3,2,Petrol,2020,7400,49479,100,2020-01-18,Un Sold,1970-01-01,5448,0,0,Karan,2,0,Poor
DCVRAB,Zupps,Florida,Yodha,Tata,Truck,White,Automatic,3,2,Electric,2019,9000,13009,100,2023-04-24,Un Sold,1970-01-01,8487,0,0,Swathi,3,0,Excellent
NBHI2O,Carousell,Madison,Seltos,Kia,Hatchback,Red,Manual,5,5,Hybrid,2017,7700,85882,150,2022-02-25,Un Sold,1970-01-01,6101,0,0,Shailaja,2,0,Average
KF3GBG,Kamkar,Denver,Plato,Prazo,Convertible,Red,Manual,2,2,Petrol,2022,8700,27946,250,2015-03-29,Un Sold,1970-01-01,8106,0,0,Bhavani,4,0,Excellent
YQ9OEO,Trust,Columbus,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2023,7700,39576,175,2020-06-21,Un Sold,1970-01-01,7199,0,0,Swathi,5,0,Excellent
FDTE06,Automart,Denver,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2018,8100,68917,175,2020-11-15,Un Sold,1970-01-01,6253,0,0,Sweta,3,0,Average
3NXSXS,Trivett,Detroit,Thar,Mahindra,SUV,Red,Automatic,5,3,Hybrid,2023,8600,41375,130,2022-05-04,Un Sold,1970-01-01,8065,0,0,Dhruv,5,0,Excellent
Y5HD5G,Zupps,Columbus,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2018,9100,17488,175,2017-09-24,Un Sold,1970-01-01,7852,0,0,Aditya,2,0,Excellent
XDXYK2,Cars24,Tucson,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2022,7800,49424,175,2023-06-18,Un Sold,1970-01-01,6713,0,0,Aditya,4,0,Good
6DC268,Nufor,Columbus,Plato,Prazo,Convertible,Gray,Automatic,2,2,Electric,2015,10900,26264,250,2024-06-03,Un Sold,1970-01-01,9652,0,0,Hariom,2,0,Excellent
222EEK,Ahg,New York,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2022,8700,76031,130,2023-04-16,Un Sold,1970-01-01,8123,0,0,Ram,2,0,Excellent
QM451C,Carousell,Denver,Thar,Mahindra,SUV,Blue,Automatic,5,3,Electric,2019,9500,92008,130,2015-03-05,Un Sold,1970-01-01,8998,0,0,Supriya,3,0,Excellent
ZKBUH8,Zupps,Philadelphia,Yodha,Tata,Truck,Gray,Manual,3,2,Diesel,2018,7700,2361,100,2016-08-03,Un Sold,1970-01-01,5933,0,0,Shiva,4,0,Poor
AK2XB6,Nufor,Columbus,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Diesel,2019,8100,47751,200,2020-09-12,Un Sold,1970-01-01,7517,0,0,Aditya,2,0,Average
OFJSL3,Marchi,Philadelphia,Plato,Prazo,Convertible,Red,Manual,2,2,Electric,2018,10600,92901,250,2015-08-14,Un Sold,1970-01-01,9624,0,0,Pavan,1,0,Excellent
YW1NPE,Sobri,Texas,Creta,Hyundai,Hatchback,White,Automatic,5,5,Electric,2024,7500,23963,113,2023-01-08,Un Sold,1970-01-01,6838,0,0,Karan,3,0,Average
HWPTAL,Marchi,Denver,Thar,Mahindra,SUV,Red,Automatic,5,3,Electric,2022,9200,15716,130,2022-04-29,Un Sold,1970-01-01,7759,0,0,Piyush,2,0,Good
K6FF7X,Sobri,Tennessee,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Hybrid,2016,7800,11150,120,2015-05-03,Un Sold,1970-01-01,7020,0,0,Preeti,3,0,Poor
5VBCM4,Carousell,Detroit,Kags,Renault,SUV,Black,Automatic,7,5,Diesel,2020,8000,3944,175,2022-07-29,Sold,2023-09-08,7217,7118,-1,Swapna,4,0,Excellent
34KN16,Automart,California,Etriga,Maruti,Hatchback,Black,Manual,4,5,Diesel,2018,6700,96580,103,2023-12-27,Un Sold,1970-01-01,5265,0,0,Anushka,1,0,Excellent
6OSHTZ,Carro,San Jose,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2020,7000,35791,115,2020-05-15,Un Sold,1970-01-01,5073,0,0,Arjuna,3,0,Average
H04G85,Sobri,Madison,Scorpio,Mahindra,SUV,White,Manual,5,5,Hybrid,2022,8700,25051,120,2024-04-16,Sold,2024-10-08,7125,6496,-9,Rithvik,2,0,Excellent
IN3QET,Skipper,Philadelphia,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Diesel,2018,6700,22021,113,2022-04-20,Un Sold,1970-01-01,5174,0,0,Aarush,1,0,Poor
6VXJF8,APE,San Jose,Dzire,Maruti,Sedan,Blue,Manual,5,5,Electric,2023,8100,36439,100,2017-12-26,Un Sold,1970-01-01,6882,0,0,Pranav,3,0,Excellent
PCDE70,Carousell,Texas,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Diesel,2018,8200,83864,120,2017-07-01,Un Sold,1970-01-01,6976,0,0,Aarush,5,0,Excellent
HC81LL,Trust,Tennessee,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2020,6900,26884,115,2021-03-28,Un Sold,1970-01-01,5938,0,0,Dhruv,5,0,Excellent
4KPM8H,Ahg,San Jose,Hilux,Toyota,Truck,Black,Manual,4,2,Electric,2017,9200,32324,200,2018-08-01,Un Sold,1970-01-01,7819,0,0,Preeti,4,0,Average
SDF9ZB,Oto,California,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Electric,2018,8100,2519,103,2015-05-05,Un Sold,1970-01-01,6665,0,0,Bhavani,4,0,Good
J67MGA,Motor,New York,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2016,8400,2050,175,2023-08-21,Un Sold,1970-01-01,7886,0,0,Bhavani,5,0,Good
98M7P9,APE,Florida,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2015,8000,26253,200,2020-04-23,Un Sold,1970-01-01,6263,0,0,Shruthi,2,0,Excellent
JYDA3K,Marchi,North Carolina,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2017,8200,12496,130,2019-07-21,Un Sold,1970-01-01,6786,0,0,Ram,2,0,Excellent
QC0S60,Marchi,Portland,Swift,Maruti,Sedan,White,Automatic,5,4,Electric,2021,8300,5689,115,2022-08-08,Un Sold,1970-01-01,6843,0,0,Narayan,4,0,Average
6WQB2N,Carro,Utah,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2015,8400,33378,100,2017-08-15,Un Sold,1970-01-01,7178,0,0,Vishwajeet,3,0,Good
CE5ECE,Olx,Philadelphia,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Hybrid,2024,7000,43046,113,2021-12-19,Sold,2024-01-30,6332,5604,-11,Vishwajeet,5,0,Poor
5SMSND,Zupps,Chicago,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Electric,2016,9800,77998,200,2015-06-17,Un Sold,1970-01-01,8766,0,0,Aditya,3,0,Average
E97Y8S,Cars24,North Carolina,Kags,Renault,SUV,Black,Manual,7,5,Electric,2015,9900,1386,175,2023-11-02,Un Sold,1970-01-01,8495,0,0,Arjuna,3,0,Good
M5T8BD,Carmudi,Tucson,Kags,Renault,SUV,White,Automatic,7,5,Hybrid,2022,8700,52572,175,2019-06-13,Sold,2022-07-27,6837,8037,18,Ram,5,240,Good
W9G278,Automart,San Jose,Plato,Prazo,Convertible,Red,Automatic,2,2,Petrol,2022,8700,49265,250,2018-11-20,Sold,2023-08-31,7408,8051,9,Aarush,4,129,Poor
2MX6F5,Knox,Chicago,Hilux,Toyota,Truck,Red,Manual,4,2,Hybrid,2017,8700,22126,200,2016-02-11,Un Sold,1970-01-01,7940,0,0,Preeti,2,0,Excellent
IM875A,Trivett,Columbus,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2017,9300,24601,250,2016-04-23,Un Sold,1970-01-01,8610,0,0,Swathi,5,0,Poor
2YTOML,Carmix,Detroit,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Diesel,2023,7700,52634,200,2024-03-09,Un Sold,1970-01-01,7155,0,0,Arjuna,1,0,Excellent
T4B83P,Carmudi,Texas,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2016,8800,21869,100,2024-05-29,Un Sold,1970-01-01,7171,0,0,Bhavani,4,0,Average
NBYVS3,Cars24,Philadelphia,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2020,8900,49183,250,2019-03-03,Sold,2020-07-11,8239,9090,10,Pranav,1,170,Excellent
J472CJ,Zupps,California,Swift,Maruti,Sedan,Red,Manual,5,4,Petrol,2023,6600,69664,115,2022-01-03,Un Sold,1970-01-01,5541,0,0,Dhruv,3,0,Excellent
5NQ3XM,Trust,New York,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2016,8300,43129,100,2023-04-13,Un Sold,1970-01-01,7227,0,0,Pranav,2,0,Poor
35ZVGN,Skipper,Detroit,Fortuner,Toyota,SUV,Red,Automatic,8,5,Petrol,2024,7500,54319,200,2019-09-08,Un Sold,1970-01-01,5813,0,0,Pavan,4,0,Good
SV3M6O,Automart,Oklahoma,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2024,8500,48334,130,2019-11-09,Un Sold,1970-01-01,7877,0,0,Preeti,2,0,Excellent
WCE20H,Skipper,North Carolina,Swift,Maruti,Sedan,White,Manual,5,4,Electric,2019,8500,45150,115,2019-01-19,Un Sold,1970-01-01,6828,0,0,Shilpa,4,0,Good
1NUTMM,Oto,Tucson,Etriga,Maruti,Hatchback,Black,Manual,4,5,Diesel,2017,6800,80199,103,2022-03-03,Sold,2022-12-06,5970,5357,-10,Swathi,4,0,Good
0Z6OC3,Motor,North Carolina,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Diesel,2022,7800,32380,120,2021-03-17,Un Sold,1970-01-01,6102,0,0,Dhruv,5,0,Excellent
BCSX4V,Oto,North Carolina,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2022,8200,60752,100,2016-03-20,Un Sold,1970-01-01,7505,0,0,Swapna,1,0,Excellent
ZGOE13,Sobri,Oklahoma,Seltos,Kia,Hatchback,White,Automatic,5,5,Hybrid,2021,7300,95474,150,2021-06-24,Sold,2022-08-11,6323,7760,23,Pavan,4,287,Good
N6DV70,Carousell,Tucson,i20,Hyundai,Hatchback,White,Manual,4,5,Diesel,2019,6600,59394,120,2017-01-16,Un Sold,1970-01-01,6094,0,0,Sai,4,0,Excellent
PUHQQ0,Oto,Utah,Yodha,Tata,Truck,Blue,Manual,3,2,Petrol,2023,7100,42498,100,2023-01-17,Un Sold,1970-01-01,6323,0,0,Aditya,5,0,Average
69LTE0,Skipper,New York,Yodha,Tata,Truck,Red,Automatic,3,2,Diesel,2024,7100,67606,100,2021-05-15,Sold,2022-07-07,6264,7578,21,Karan,5,263,Excellent
4X7MDV,Sobri,Florida,Fortuner,Toyota,SUV,Black,Manual,8,5,Electric,2020,9400,66876,200,2018-12-06,Un Sold,1970-01-01,8425,0,0,Swathi,5,0,Excellent
DUNH5V,Nufor,Tucson,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2019,8100,4330,200,2023-01-02,Un Sold,1970-01-01,6524,0,0,Vishwajeet,3,0,Excellent
K7DTVM,Carro,Utah,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2020,7000,44538,100,2024-12-03,Un Sold,1970-01-01,5839,0,0,Sweta,1,0,Average
BE080W,Knox,Oklahoma,Seltos,Kia,Hatchback,Red,Manual,5,5,Diesel,2024,6100,85263,150,2019-08-14,Sold,2023-10-16,4416,4143,-6,Krishna,3,0,Good
TI5J17,Sobri,North Carolina,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Diesel,2022,6300,91873,120,2024-09-12,Un Sold,1970-01-01,5097,0,0,Arjuna,5,0,Good
WGFQ4V,Kamkar,Columbus,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2017,7800,56180,100,2019-04-07,Un Sold,1970-01-01,6920,0,0,Aditya,4,0,Excellent
CYZ8MA,Marchi,Madison,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2020,8900,34495,120,2021-04-29,Un Sold,1970-01-01,7452,0,0,Shailaja,2,0,Average
XQMAYK,Cars24,Madison,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2021,7800,43220,200,2020-05-21,Un Sold,1970-01-01,6670,0,0,Aditya,4,0,Excellent
S1PKSR,Olx,Utah,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2016,7300,36533,115,2018-11-11,Sold,2022-10-08,6631,7673,16,Dhruv,3,208,Good
SEKQZH,Automart,Texas,Kags,Renault,SUV,White,Automatic,7,5,Diesel,2022,7800,78543,175,2015-12-21,Un Sold,1970-01-01,6462,0,0,Shilpa,1,0,Excellent
8OYDWT,Sobri,Texas,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2018,7600,64636,120,2024-01-01,Un Sold,1970-01-01,6428,0,0,Dhruv,2,0,Good
S7ZCLI,Sobri,North Carolina,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Petrol,2018,6600,41666,113,2020-03-30,Un Sold,1970-01-01,6085,0,0,Narayan,2,0,Good
PUXNGE,Ahg,Detroit,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Petrol,2020,6400,15697,103,2023-01-13,Un Sold,1970-01-01,5849,0,0,Preeti,4,0,Excellent
ZVHVYP,Knox,Oklahoma,Yodha,Tata,Truck,Red,Automatic,3,2,Diesel,2018,7700,35961,100,2020-03-31,Un Sold,1970-01-01,5733,0,0,Piyush,1,0,Excellent
R18G3Z,Ahg,Utah,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2020,7400,95474,200,2022-12-12,Un Sold,1970-01-01,6558,0,0,Sweta,4,0,Excellent
MBCW3X,Sobri,Oklahoma,Hilux,Toyota,Truck,Black,Automatic,4,2,Petrol,2015,7900,58739,200,2023-02-15,Un Sold,1970-01-01,7367,0,0,Swapna,3,0,Excellent
10E5B2,Automart,Florida,Swift,Maruti,Sedan,Red,Manual,5,4,Petrol,2022,6700,87664,115,2023-11-17,Un Sold,1970-01-01,5625,0,0,Dhruv,5,0,Average
SY1NJG,Cars24,Utah,Swift,Maruti,Sedan,Black,Automatic,5,4,Electric,2024,8000,73988,115,2023-10-03,Un Sold,1970-01-01,6292,0,0,Ram,5,0,Good
NZOP71,Knox,Texas,Plato,Prazo,Convertible,Red,Automatic,2,2,Petrol,2017,9200,73523,250,2024-11-12,Sold,2024-12-26,7540,7729,3,Dhruv,3,38,Excellent
SCX5F1,Trust,Philadelphia,i20,Hyundai,Hatchback,Black,Manual,4,5,Electric,2017,8200,2852,120,2016-02-21,Sold,2024-08-24,7558,7253,-4,Shilpa,2,0,Excellent
4LEUCS,Motor,Columbus,Creta,Hyundai,Hatchback,White,Manual,5,5,Hybrid,2020,7400,41772,113,2016-05-14,Un Sold,1970-01-01,6092,0,0,Anushka,5,0,Excellent
1CGUCM,Ahg,North Carolina,Fortuner,Toyota,SUV,Black,Manual,8,5,Hybrid,2017,9200,23313,200,2017-06-15,Un Sold,1970-01-01,7939,0,0,Narayan,2,0,Good
ZXL0KI,Skipper,Tucson,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2022,6800,23718,100,2024-08-23,Sold,2024-11-30,5449,5182,-5,Narayan,2,0,Good
P7SR9V,Carmix,New York,Dzire,Maruti,Sedan,Black,Manual,5,5,Hybrid,2015,8400,1863,100,2016-12-07,Un Sold,1970-01-01,7064,0,0,Aditya,2,0,Good
20E9HO,Marchi,North Carolina,Scorpio,Mahindra,SUV,Black,Manual,5,5,Hybrid,2022,8700,39866,120,2023-07-17,Un Sold,1970-01-01,7009,0,0,Narayan,5,0,Average
VL1Y4T,Carousell,Philadelphia,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2023,9100,60298,200,2016-07-28,Sold,2024-11-15,8343,8365,0,Ram,4,4,Average
222Z0B,Carmudi,Texas,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2015,7900,54376,103,2015-11-14,Un Sold,1970-01-01,7371,0,0,Shiva,1,0,Poor
IBMZIS,APE,North Carolina,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Electric,2018,9600,68662,200,2020-01-18,Un Sold,1970-01-01,8102,0,0,Krishna,2,0,Excellent
XJQAYJ,Marchi,California,Dzire,Maruti,Sedan,Red,Automatic,5,5,Petrol,2017,7200,11339,100,2017-04-12,Un Sold,1970-01-01,5851,0,0,Piyush,5,0,Average
ZSHZ2F,Motor,Tennessee,i20,Hyundai,Hatchback,Red,Manual,4,5,Electric,2023,7600,79879,120,2015-04-23,Un Sold,1970-01-01,7046,0,0,Arjuna,1,0,Excellent
4PWPMU,Kamkar,Madison,Seltos,Kia,Hatchback,Gray,Manual,5,5,Hybrid,2018,7600,30481,150,2024-03-16,Un Sold,1970-01-01,6339,0,0,Bhavani,4,0,Good
BP28YJ,Carro,Texas,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Hybrid,2016,9300,45783,120,2023-09-21,Un Sold,1970-01-01,8305,0,0,Pranav,3,0,Excellent
7R1HA2,Knox,San Jose,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2023,8600,64998,120,2024-11-11,Un Sold,1970-01-01,6937,0,0,Hariom,4,0,Excellent
Q9VGAA,APE,Chicago,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2021,6400,19255,150,2019-12-09,Un Sold,1970-01-01,4786,0,0,Sai,5,0,Excellent
VBF637,Motor,Oklahoma,Swift,Maruti,Sedan,Blue,Manual,5,4,Hybrid,2022,7700,41639,115,2018-08-09,Sold,2018-09-06,6102,7508,23,Bhavani,2,281,Excellent
N2913Z,APE,North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2015,8400,65894,103,2015-12-31,Un Sold,1970-01-01,7710,0,0,Anushka,3,0,Poor
NSPRD7,Sobri,Utah,i20,Hyundai,Hatchback,Red,Manual,4,5,Hybrid,2016,7800,34289,120,2024-09-01,Sold,2024-05-08,6221,6451,4,Sweta,4,46,Average
V8PUHU,Carousell,North Carolina,Fortuner,Toyota,SUV,Red,Manual,8,5,Diesel,2017,8300,57645,200,2022-04-21,Un Sold,1970-01-01,6799,0,0,Sai,1,0,Average
VXPG8J,Cars24,California,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2022,8200,32971,100,2024-03-17,Sold,2024-04-01,7448,8103,9,Shiva,3,131,Good
WN4SOB,Carsome,Tucson,Plato,Prazo,Convertible,Red,Automatic,2,2,Petrol,2017,9200,84546,250,2023-09-04,Sold,2023-12-08,7451,6233,-16,Swapna,5,0,Excellent
S67AMS,Zupps,Florida,Dzire,Maruti,Sedan,Blue,Manual,5,5,Petrol,2019,7000,33240,100,2024-08-29,Sold,2024-07-02,6103,5759,-6,Preeti,1,0,Good
JR6O6O,Carousell,Oklahoma,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2016,9800,32701,200,2024-12-02,Un Sold,1970-01-01,8014,0,0,Aditya,3,0,Excellent
CJLMUP,Automart,Oklahoma,Swift,Maruti,Sedan,Blue,Automatic,5,4,Diesel,2015,7500,80640,115,2023-02-27,Un Sold,1970-01-01,5895,0,0,Sai,3,0,Poor
QKWJUF,Trivett,Texas,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2018,6600,32090,150,2016-08-07,Un Sold,1970-01-01,5538,0,0,Vihaan,2,0,Excellent
JBIBDA,Carmix,Tennessee,Yodha,Tata,Truck,White,Manual,3,2,Diesel,2020,7500,11805,100,2023-11-22,Un Sold,1970-01-01,6864,0,0,Rithvik,4,0,Average
C2WZIA,Carmudi,North Carolina,Dzire,Maruti,Sedan,Gray,Manual,5,5,Hybrid,2023,7600,74083,100,2018-01-13,Sold,2018-03-30,6000,5144,-14,Pavan,1,0,Poor
L80MP2,Automart,San Jose,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2021,6400,37804,113,2020-09-22,Sold,2024-03-04,5529,5356,-3,Arjuna,1,0,Average
FH137P,Carmudi,Utah,Yodha,Tata,Truck,Blue,Manual,3,2,Hybrid,2018,8600,7998,100,2020-07-09,Un Sold,1970-01-01,7453,0,0,Piyush,2,0,Excellent
00FFBL,Cars24,California,Yodha,Tata,Truck,White,Manual,3,2,Electric,2019,9000,60323,100,2017-02-02,Un Sold,1970-01-01,8199,0,0,Anushka,4,0,Average
8KRW63,Carmudi,Denver,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2022,8700,64374,200,2018-11-09,Un Sold,1970-01-01,8104,0,0,Narayan,2,0,Good
YT81BQ,Carmudi,Tucson,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2020,7500,55024,100,2016-07-08,Un Sold,1970-01-01,5881,0,0,Sweta,2,0,Good
ZAK4KK,Marchi,Texas,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2018,8200,83708,120,2016-12-03,Un Sold,1970-01-01,7530,0,0,Aditya,1,0,Good
PHLLMY,Olx,Portland,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2022,9200,8567,200,2019-10-21,Un Sold,1970-01-01,7534,0,0,Rithvik,5,0,Good
K5AB3R,Carmudi,Detroit,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2024,8500,35027,200,2017-10-07,Un Sold,1970-01-01,7561,0,0,Krishna,3,0,Excellent
PCG2BO,Carmix,Tucson,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2024,7500,53443,120,2023-09-13,Un Sold,1970-01-01,6723,0,0,Pavan,1,0,Good
A0LYR6,Carousell,Detroit,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2018,7600,11679,200,2022-03-24,Un Sold,1970-01-01,6510,0,0,Sweta,1,0,Good
0BPPM0,Carsome,Denver,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2022,7200,33263,200,2024-10-15,Un Sold,1970-01-01,5859,0,0,Hariom,1,0,Poor
C6K2XS,Cars24,Columbus,Etriga,Maruti,Hatchback,White,Manual,4,5,Electric,2022,7700,2003,103,2018-12-20,Un Sold,1970-01-01,6386,0,0,Swapna,1,0,Good
7NJ4ZC,Olx,North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2017,7700,63950,103,2019-11-17,Un Sold,1970-01-01,6153,0,0,Shilpa,2,0,Good
U6NMMT,Skipper,Philadelphia,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2017,7300,23696,115,2022-12-22,Sold,2022-08-14,5503,6376,16,Hariom,3,175,Excellent
YA3S0D,Knox,North Carolina,Fortuner,Toyota,SUV,Red,Manual,8,5,Hybrid,2024,8500,52073,200,2017-02-26,Un Sold,1970-01-01,7931,0,0,Swathi,5,0,Good
DMS17H,Motor,Florida,Kags,Renault,SUV,Blue,Manual,7,5,Hybrid,2015,9400,45668,175,2018-08-18,Un Sold,1970-01-01,7963,0,0,Sweta,4,0,Excellent
ZMATXJ,Nufor,Florida,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2016,9300,40173,200,2015-08-04,Un Sold,1970-01-01,7555,0,0,Anushka,1,0,Excellent
7EVDTZ,Sobri,Denver,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Electric,2019,8500,32317,100,2017-10-28,Un Sold,1970-01-01,7823,0,0,Shilpa,4,0,Poor
U90M4C,Carousell,Philadelphia,Scorpio,Mahindra,SUV,Black,Manual,5,5,Electric,2017,9700,45729,120,2024-04-06,Un Sold,1970-01-01,8840,0,0,Sai,1,0,Average
6HKRWM,Nufor,New York,Etriga,Maruti,Hatchback,White,Manual,4,5,Hybrid,2024,7000,97758,103,2022-02-23,Un Sold,1970-01-01,5593,0,0,Dhruv,4,0,Excellent
2BPQRQ,Cars24,Texas,Yodha,Tata,Truck,Blue,Automatic,3,2,Electric,2024,8500,65280,100,2020-07-26,Sold,2022-05-20,7950,8003,1,Vishwajeet,3,11,Average
ND0081,Oto,Florida,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Hybrid,2022,8700,63825,120,2022-11-26,Un Sold,1970-01-01,7287,0,0,Vihaan,5,0,Excellent
TK40V2,Cars24,Denver,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2015,9900,25615,175,2020-05-16,Un Sold,1970-01-01,8351,0,0,Arjuna,2,0,Good
M55C8Z,Cars24,Columbus,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2015,7900,37523,200,2021-11-28,Un Sold,1970-01-01,6303,0,0,Karan,2,0,Good
G9ZAF2,Motor,Philadelphia,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2024,7600,51484,175,2019-08-07,Un Sold,1970-01-01,5893,0,0,Pranav,2,0,Good
A7KYIA,Sobri,New York,Dzire,Maruti,Sedan,White,Manual,5,5,Hybrid,2022,7700,20555,100,2022-03-09,Un Sold,1970-01-01,6930,0,0,Shiva,1,0,Excellent
EXWVUM,Carro,Tucson,Scorpio,Mahindra,SUV,White,Manual,5,5,Hybrid,2020,8900,73090,120,2022-05-09,Un Sold,1970-01-01,7918,0,0,Sai,5,0,Good
QMDF2D,Trust,Utah,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2019,7100,97664,100,2018-04-21,Sold,2019-07-11,6045,5203,-14,Swathi,2,0,Excellent
ROL9EU,Carousell,Chicago,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2019,8500,14421,100,2017-09-06,Sold,2022-02-28,7495,7853,5,Sai,2,72,Average
E3VWA2,Carousell,California,Seltos,Kia,Hatchback,Red,Automatic,5,5,Petrol,2018,6600,17371,150,2015-09-26,Un Sold,1970-01-01,4878,0,0,Shilpa,4,0,Average
35ARAH,Trust,Denver,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Diesel,2022,6800,75951,100,2021-11-12,Un Sold,1970-01-01,6200,0,0,Supriya,5,0,Excellent
